trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
751,2.95,1,75,18,13.2,106.2,0
289,1.87,1,41.25,10,9.95,61.2,0
666,2.09,1,63.75,0,13.5,77.25,0
253,1.05,3,37.5,0,34.125,71.625,1
183,1,1,52.5,8,1.75,62.25,0
587,3.46,1,71.25,0,9.75,81,0
1538,6.5,1,142.5,0,13.5,156,0
869,2.43,1,78.75,8,13,99.75,0
423,1.58,1,48.75,12,13.95,74.7,0
1080,6.47,2,123.75,26,5.95,155.7,0
1695,5.13,1,138.75,13,5.75,157.5,0
380,1.63,1,48.75,0,6,54.75,0
815,3.64,1,82.5,0,26.625,109.125,1
472,2.29,1,56.25,16,5.6,77.85,0
332,1.24,1,41.25,0,13.5,54.75,0
286,1.87,1,45,0,6,51,0
606,3.32,1,67.5,0,26.625,94.125,1
949,5.68,1,105,26,26.95,157.95,1
1029,2.24,1,86.25,0,13.5,99.75,0
549,1.61,3,52.5,0,6,58.5,0
562,4.46,1,75,32,30.025,137.025,1
532,2.57,1,60,8,5.5,73.5,0
1010,2.93,1,78.75,0,13.5,92.25,0
1354,6.23,1,127.5,29,26.725,183.225,1
660,2.3,4,63.75,9,9.75,82.5,0
608,3.54,2,71.25,15,6.375,92.625,0
659,3.56,1,75,16,6.2,97.2,0
865,3.51,1,82.5,22,6.5,111,0
232,1.21,1,37.5,0,6,43.5,0
392,1.9,5,48.75,15,13.5,77.25,0
1039,6.29,1,108.75,8,13,129.75,0
1300,5.38,1,123.75,39,34.575,197.325,1
1186,10.2,1,161.25,0,9.75,171,0
315,1.67,1,45,0,26.625,71.625,1
496,1.45,2,45,0,13.5,58.5,0
1681,6.47,1,142.5,0,26.625,169.125,1
1357,9.82,2,168.75,36,9.45,214.2,0
2229,3.73,2,165,38,26.95,229.95,1
704,3.38,1,75,0,6,81,0
948,3.91,1,90,0,26.625,116.625,1
940,5.5,1,101.25,0,26.625,127.875,1
952,4.1,1,90,19,6.2,115.2,0
671,3.51,2,75,8,33.625,116.625,1
362,0.8,1,41.25,0,9.75,51,0
774,1.9,1,71.25,15,6.45,92.7,0
514,1.82,1,52.5,0,6,58.5,0
1146,5.23,1,108.75,0,13.5,122.25,0
609,3.17,1,71.25,0,6,77.25,0
1362,17.86,1,243.75,0,6,249.75,0
644,2.88,1,63.75,21,5.925,90.675,0
511,1.93,1,56.25,38,5.5,99.75,0
1427,6.69,1,131.25,27,6.45,164.7,0
961,3.83,1,90,15,26.625,131.625,1
254,0.89,1,33.75,0,6,39.75,0
1138,5.34,1,112.5,28,26.45,166.95,1
477,2.19,1,56.25,12,6.45,74.7,0
1138,4.67,4,105,22,6.2,133.2,0
1012,4.35,1,90,21,13.125,124.125,0
287,0.98,1,37.5,0,13.5,51,0
968,4.39,1,97.5,0,6,103.5,0
1433,10.22,1,172.5,40,26.45,238.95,1
906,5.17,1,112.5,0,2.25,114.75,0
1040,2.62,1,90,23,26.95,139.95,1
581,2.43,1,63.75,0,6,69.75,0
3330,13.79,1,273.75,0,6,279.75,0
947,3.04,1,86.25,0,6,92.25,0
656,3.11,1,67.5,17,26.575,111.075,1
329,2.06,1,45,10,6.2,61.2,0
19,0.24,1,90,0,2.25,92.25,0
1557,8.35,1,153.75,36,26.7,216.45,1
775,3.01,6,75,16,6.2,97.2,0
384,1.17,1,37.5,0,13.5,51,0
750,2.51,1,75,8,5.5,88.5,0
368,1.32,1,45,10,6.2,61.2,0
414,2.25,2,52.5,12,5.625,70.125,0
156,1.06,1,30,0,9.75,39.75,0
119,0.93,1,112.5,23,2.2,137.7,0
1602,10.69,1,172.5,0,13.5,186,0
423,1.74,1,48.75,12,9.45,70.2,0
502,2.25,1,56.25,11,6.25,73.5,0
401,1.24,1,45,0,13.5,58.5,0
615,2.91,1,63.75,14,5.95,83.7,0
3150,10.25,1,236.25,0,6,242.25,0
231,0.97,1,33.75,0,13.5,47.25,0
799,5.89,1,97.5,5,6.25,108.75,0
1237,8.01,1,138.75,29,5.95,173.7,0
591,2.85,1,67.5,0,6,73.5,0
1343,11.04,1,172.5,0,6,178.5,0
328,1.11,1,37.5,0,6,43.5,0
1173,4.65,2,108.75,0,26.625,135.375,1
242,1.01,1,37.5,0,34.125,71.625,1
244,1.13,5,33.75,12,13.35,59.1,0
3570,29.1,1,390,134,54.625,578.625,0
930,3.07,1,86.25,0,13.5,99.75,0
1019,4.46,1,101.25,26,26.2,153.45,1
86,0.21,5,22.5,0,13.5,36,0
2699,9.4,1,225,22,34.625,281.625,1
1600,12.36,1,198.75,0,9.75,208.5,0
612,2.43,1,63.75,14,5.95,83.7,0
654,2.25,1,63.75,0,6,69.75,0
2939,14.98,1,270,0,26.625,296.625,1
1647,13.81,1,210,38,5.5,253.5,0
275,1.05,3,37.5,9,10.2,56.7,0
1501,5.83,1,131.25,27,6.45,164.7,0
66095,2.96,1,60,0,9.75,69.75,0
791,4.94,1,97.5,21,5.7,124.2,0
726,2.64,1,71.25,21,34.2,126.45,1
1407,5.42,1,127.5,31,26.45,184.95,1
403,2.45,1,52.5,13,9.5,75,0
1051,12.21,1,176.25,0,55.125,231.375,0
1220,4.83,1,116.25,22,27.125,165.375,1
191,0.82,1,33.75,0,6,39.75,0
877,10.93,1,161.25,33,6.45,200.7,0
852,7.08,1,112.5,0,30.375,142.875,1
931,2.93,1,82.5,27,5.55,115.05,0
739,3.91,1,82.5,0,6,88.5,0
586,2.57,2,63.75,14,5.875,83.625,0
232,1.88,1,41.25,15,34.2,90.45,1
413,1.79,1,48.75,15,6,69.75,0
543,2.35,1,60,0,9.75,69.75,0
714,2.57,1,67.5,0,6,73.5,0
1956,12.07,1,195,45,30.45,270.45,1
632,3.25,1,71.25,20,10,101.25,0
796,2.85,1,75,8,13,96,0
592,2.8,1,63.75,21,5.925,90.675,0
352,1.29,1,41.25,7,6.05,54.3,0
2092,8.48,1,187.5,0,6,193.5,0
1306,5.36,1,116.25,0,34.125,150.375,1
819,3.36,1,82.5,1,33.725,117.225,1
1141,3.98,2,101.25,26,26.2,153.45,1
1171,3.86,1,105,15,26.625,146.625,1
981,5.2,1,90,24,6,120,0
806,4.09,5,86.25,25,13.4,124.65,0
996,3.15,1,90,0,26.625,116.625,1
332,1.16,1,41.25,30,13.5,84.75,0
207,0.74,1,30,8,9.7,47.7,0
689,2.67,1,67.5,15,5.7,88.2,0
1859,6.24,1,153.75,36,26.7,216.45,1
850,5.79,1,97.5,25,26.45,148.95,1
820,2.04,1,71.25,38,5.5,114.75,0
24,0.06,1,18.75,0,6,24.75,0
434,1.67,1,48.75,0,6,54.75,0
1039,3.27,1,90,38,26.125,154.125,1
309,1.61,2,45,0,6,51,0
489,2.57,1,56.25,14,13.45,83.7,0
392,1.61,1,45,17,13.75,75.75,0
349,1.56,1,45,15,13.125,73.125,0
619,10.73,1,146.25,50,55.45,251.7,0
706,3.01,2,78.75,22,9.875,110.625,0
1768,5.63,1,142.5,31,13.7,187.2,0
731,3.06,1,75,20,26.875,121.875,1
602,4.15,1,78.75,0,26.625,105.375,1
1141,4.76,2,108.75,27,26.7,162.45,1
456,2.46,1,56.25,0,6,62.25,0
664,2.19,2,63.75,14,5.95,83.7,0
2182,25.72,1,337.5,0,13.5,351,0
1394,12.67,1,195,38,29.875,262.875,1
410,1.9,1,48.75,16,13.1,77.85,0
963,4.59,1,93.75,0,13.5,107.25,0
536,5.87,2,93.75,0,6,99.75,0
1024,3.07,1,90,31,13.55,134.55,0
443,2.08,1,52.5,9,5.775,67.275,0
1056,6.6,1,116.25,15,26.625,157.875,1
853,5.47,1,105,0,9.75,114.75,0
109,0.8,1,26.25,0,9.75,36,0
387,1.74,1,48.75,0,6,54.75,0
818,7.97,1,127.5,22,34.625,184.125,1
640,2.9,1,67.5,15,5.625,88.125,0
923,3.3,1,82.5,22,26.45,130.95,1
541,1.93,1,56.25,0,13.5,69.75,0
362,2.93,1,56.25,16,5.6,77.85,0
1358,3.48,1,108.75,27,26.7,162.45,1
433,2.51,1,56.25,16,10.25,82.5,0
496,2.27,1,56.25,17,26.2,99.45,1
1066,5.87,1,105,0,13.5,118.5,0
697,4.36,1,82.5,15,26.625,124.125,1
1019,3.83,1,90,0,6,96,0
942,4.09,1,93.75,22,10.25,126,0
880,7.18,1,112.5,37,33.8,183.3,1
203,1.21,1,33.75,0,6,39.75,0
1127,3.67,2,101.25,15,13.5,129.75,0
891,3.22,1,82.5,0,26.625,109.125,1
633,3.01,6,71.25,7,34.25,112.5,1
1113,11.83,1,172.5,38,26.125,236.625,1
482,2.01,1,52.5,9,5.775,67.275,0
1426,7.07,2,135,32,26.95,193.95,1
1447,4.81,1,127.5,0,34.125,161.625,1
1843,8.08,2,157.5,0,26.625,184.125,1
744,2.95,1,75,20,6.25,101.25,0
240,0.85,1,33.75,9,9.45,52.2,0
1093,8.21,1,138.75,34,30.2,202.95,1
2708,11.01,1,243.75,22,27.125,292.875,1
532,1.16,1,52.5,13,13.7,79.2,0
78,0.58,1,26.25,10,5.675,41.925,0
1056,4.1,3,97.5,22,6.5,126,0
758,4.44,1,86.25,0,30.375,116.625,1
248,1.59,1,41.25,0,6,47.25,0
626,2.43,1,63.75,27,26.775,117.525,1
572,2.61,1,63.75,14,5.95,83.7,0
967,3.59,1,90,19,6.2,115.2,0
617,2.93,1,71.25,20,30.7,121.95,1
604,2.7,2,67.5,0,6,73.5,0
757,4.8,1,93.75,15,9.75,118.5,0
672,2.22,1,67.5,0,6,73.5,0
855,2.69,2,78.75,17,5.95,101.7,0
1257,2.74,1,101.25,21,6.375,128.625,0
1809,7.03,1,157.5,0,6,163.5,0
1400,3.96,1,112.5,28,26.45,166.95,1
1255,4.72,1,112.5,0,6,118.5,0
1185,6.69,1,120,0,26.625,146.625,1
9688,23.35,1,750,171,105.45,1026.45,0
26,0.08,1,90,0,2.25,92.25,0
615,3.88,1,71.25,16,9.95,97.2,0
639,4.51,1,78.75,0,30.375,109.125,1
403,1.77,1,48.75,11,5.875,65.625,0
427,1.93,1,52.5,0,6,58.5,0
275,1.22,1,37.5,0,13.5,51,0
750,3.77,1,82.5,0,6,88.5,0
420,2.12,1,52.5,17,34.45,103.95,1
206,0.72,1,30,22,6.5,58.5,0
765,3.22,2,75,0,9.75,84.75,0
1023,12.33,1,225,0,2.25,227.25,0
2319,6.79,1,191.25,51,13.65,255.9,0
523,1.71,1,56.25,17,26.2,99.45,1
354,1.77,1,48.75,0,6,54.75,0
834,3.81,1,82.5,22,6.125,110.625,0
1518,3.96,1,123.75,0,6,129.75,0
1783,5.92,2,150,75,13.5,238.5,0
713,3.17,1,75,0,13.5,88.5,0
5124,15.8,1,420,0,13.5,433.5,0
1532,8.4,1,157.5,0,9.75,167.25,0
112,0.97,1,30,8,9.7,47.7,0
282,1.61,1,41.25,0,6,47.25,0
412,1.96,2,48.75,0,9.75,58.5,0
2482,23.45,1,337.5,0,75.75,413.25,1
248,1.42,1,37.5,8,5.5,51,0
1247,11.76,1,172.5,36,5.7,214.2,0
244,0.92,1,37.5,0,6,43.5,0
701,3.2,1,75,16,6.2,97.2,0
792,7.63,1,120,19,5.9,144.9,0
424,3.04,1,56.25,10,9.725,75.975,0
1127,2.59,2,71.25,0,13.5,84.75,0
816,4.46,1,90,0,6,96,0
1130,4.02,3,101.25,26,34.375,161.625,1
680,1.82,5,63.75,0,6,69.75,0
257,1.08,1,37.5,13,26.45,76.95,1
1729,7.58,1,157.5,33,5.7,196.2,0
323,1.45,1,41.25,0,9.75,51,0
364,1.77,1,45,14,9.25,68.25,0
161,1,1,30,0,9.75,39.75,0
376,1.93,1,48.75,8,5.5,62.25,0
720,3.65,2,75,25,10.175,110.175,0
790,5.47,1,93.75,0,6,99.75,0
742,3.35,1,75,0,26.625,101.625,1
1044,4.12,1,97.5,5,6.175,108.675,0
418,1.48,1,48.75,8,5.5,62.25,0
233,1.66,2,41.25,0,6,47.25,0
658,2.85,1,67.5,15,10.2,92.7,0
1165,4.67,1,105,28,33.95,166.95,1
1514,8.93,1,165,0,26.625,191.625,1
315,1.01,1,37.5,10,13.7,61.2,0
2013,6.37,1,165,0,6,171,0
179,0.5,1,30,0,6,36,0
988,5.17,1,97.5,15,13.5,126,0
812,4.14,1,86.25,23,30.7,139.95,1
891,6.92,1,120,30,6,156,0
974,2.82,1,90,38,5.5,133.5,0
608,5.04,1,82.5,27,5.55,115.05,0
487,1.87,1,52.5,0,6,58.5,0
985,5.28,2,225,0,6,231,0
435,2.09,1,56.25,0,6,62.25,0
7,0.11,1,90,1,1.85,92.85,0
712,2.74,1,67.5,18,6.375,91.875,0
596,2.83,1,67.5,20,34.45,121.95,1
1343,4.3,1,112.5,42,26.325,180.825,1
502,2.7,1,60,0,6,66,0
853,7.6,1,112.5,0,6,118.5,0
999,3.32,1,90,20,9.7,119.7,0
326,1.64,1,45,10,6.2,61.2,0
1248,10.7,1,168.75,39,26.7,234.45,1
1967,7.52,2,172.5,75,6,253.5,0
367,1.38,1,45,12,13.2,70.2,0
235,1.34,1,37.5,0,6,43.5,0
280,1.42,1,41.25,0,6,47.25,0
533,3.41,3,67.5,0,6,73.5,0
760,5.47,1,93.75,21,9.45,124.2,0
125,0.6,2,26.25,8,9.25,43.5,0
349,1.24,1,41.25,8,5.5,54.75,0
1150,5.6,1,112.5,0,6,118.5,0
1313,5.39,1,116.25,24,6.45,146.7,0
583,2.98,1,67.5,0,26.625,94.125,1
1333,5.34,1,120,0,34.125,154.125,1
785,4.46,1,90,20,9.7,119.7,0
253,1.29,1,37.5,12,9.6,59.1,0
461,2.27,1,56.25,16,5.6,77.85,0
352,1.77,1,45,10,6.2,61.2,0
449,1.71,1,48.75,0,13.5,62.25,0
1526,5.1,1,127.5,15,26.625,169.125,1
416,2.35,1,52.5,0,9.75,62.25,0
1819,10.46,1,183.75,0,13.5,197.25,0
574,2.25,5,60,13,6.2,79.2,0
441,1.77,1,150,0,0,150,0
729,2.77,1,71.25,0,6,77.25,0
1019,5.25,1,108.75,15,6,129.75,0
722,2.99,1,75,0,6,81,0
7,0.03,1,225,0,2.25,227.25,0
845,6.37,3,105,22,6.2,133.2,0
726,5.65,1,93.75,25,30.2,148.95,1
103,1.17,1,30,17,26.575,73.575,1
905,4.35,1,93.75,0,6,99.75,0
425,1.8,5,48.75,0,9.75,58.5,0
206,0.1,1,30,0,9.75,39.75,0
509,2.35,1,60,8,5.5,73.5,0
4220,15.56,2,525,0,51.375,576.375,0
1525,3.81,2,123.75,0,13.5,137.25,0
1022,5.83,1,105,0,6,111,0
542,1.58,1,56.25,0,13.5,69.75,0
436,2.09,0,52.5,15,5.625,73.125,0
1067,2.54,1,90,19,6.2,115.2,0
962,3.75,2,90,8,26.125,124.125,1
2107,14.52,1,251.25,0,6,257.25,0
861,4.35,4,86.25,28,26.75,141,1
846,4.33,1,90,24,30.45,144.45,1
1321,4.86,1,120,29,26.95,175.95,1
3499,18.64,1,322.5,0,6,328.5,0
1457,7.4,1,138.75,33,26.7,198.45,1
466,2.06,1,52.5,12,10.2,74.7,0
528,3.43,1,67.5,19,26.45,112.95,1
336,1.37,1,41.25,0,6,47.25,0
1468,5.94,1,131.25,32,26.2,189.45,1
520,4.75,2,78.75,0,26.625,105.375,1
613,2.06,1,48.75,0,6,54.75,0
1181,10.09,1,153.75,41,9.625,204.375,0
695,4.8,1,86.25,20,13.45,119.7,0
246,1.43,1,37.5,8,5.5,51,0
283,1.34,1,41.25,10,9.95,61.2,0
1229,10.44,1,157.5,0,6,163.5,0
1196,4.78,2,108.75,0,6,114.75,0
1501,5.41,1,131.25,33,34.2,198.45,1
1271,3.86,2,735,0,2.25,737.25,0
1971,13.33,2,300,0,6,306,0
1300,17.24,2,487.5,38,71.5,597,1
478,2.83,1,60,38,5.5,103.5,0
705,4.72,1,82.5,17,30.325,129.825,1
631,3.14,1,71.25,20,30.7,121.95,1
189,1.4,1,33.75,10,29.975,73.725,1
968,6.31,1,112.5,28,26.45,166.95,1
686,3.03,1,71.25,0,6,77.25,0
247,1.13,1,37.5,10,6.5,54,0
216,1.22,1,33.75,14,13.675,61.425,0
561,2.4,1,97.5,0,2.25,99.75,0
470,2.06,1,52.5,16,9.35,77.85,0
431,1.92,1,52.5,19,9.425,80.925,0
816,3.38,1,82.5,22,26.45,130.95,1
768,6.1,1,108.75,29,5.65,143.4,0
181,0.32,1,30,0,6,36,0
1026,7.89,1,135,29,9.7,173.7,0
694,3.17,1,71.25,15,26.625,112.875,1
511,1.61,1,52.5,0,6,58.5,0
796,5.23,1,93.75,0,6,99.75,0
1418,10.17,1,165,44,9.4,218.4,0
627,2.09,1,63.75,0,6,69.75,0
1377,7.89,2,146.25,36,34.125,216.375,1
991,5.97,1,105,0,13.5,118.5,0
604,4.86,1,78.75,0,26.625,105.375,1
386,1.8,1,48.75,0,6,54.75,0
3700,13.65,2,296.25,0,9.75,306,0
838,5.31,1,93.75,24,26.625,144.375,1
1124,3.7,1,97.5,0,26.625,124.125,1
361,0.97,1,41.25,0,6,47.25,0
239,1.59,2,41.25,15,10.05,66.3,0
128,0.8,1,30,0,9.75,39.75,0
931,5.36,1,105,26,26.95,157.95,1
729,4.26,1,82.5,24,13.5,120,0
498,3.15,1,67.5,24,26.175,117.675,1
814,4.12,1,82.5,22,6.125,110.625,0
1256,9.64,1,157.5,0,6,163.5,0
413,2.3,1,52.5,8,9.25,69.75,0
435,1.22,1,48.75,0,6,54.75,0
1724,5.81,1,135,0,26.625,161.625,1
1119,11.84,1,168.75,59,26.275,254.025,1
1132,5.28,1,112.5,24,5.7,142.2,0
542,2.49,1,56.25,0,9.75,66,0
395,1.45,1,45,30,6,81,0
3324,13.45,1,281.25,0,9.75,291,0
735,2.25,1,71.25,15,6.45,92.7,0
607,3.12,1,67.5,15,5.7,88.2,0
505,2.24,1,52.5,0,6,58.5,0
1347,11.25,1,176.25,46,5.6,227.85,0
737,1.54,1,63.75,0,13.5,77.25,0
762,9.48,1,225,45,2.7,272.7,0
491,2.45,4,60,0,26.625,86.625,1
490,2.01,1,56.25,14,13.45,83.7,0
1242,10.11,1,165,40,33.95,238.95,1
1955,13.99,1,221.25,62,26.575,309.825,1
907,5.15,1,101.25,0,34.125,135.375,1
2079,7.53,1,168.75,39,26.7,234.45,1
1200,10.48,1,165,26,10,201,0
1308,4.59,1,108.75,24,34.425,167.175,1
1192,12.1,1,172.5,22,30.875,225.375,1
808,7.05,1,112.5,18,5.775,136.275,0
1864,4.41,1,138.75,37,26.75,202.5,1
561,5.81,5,93.75,20,5.95,119.7,0
1224,8.82,1,146.25,35,26.2,207.45,1
4226,31.69,1,390,44,5.5,439.5,0
863,3.38,1,82.5,33,26.4,141.9,1
3156,12.86,1,266.25,0,13.5,279.75,0
508,2.09,1,56.25,17,13.9,87.15,0
2023,6.81,1,165,30,13.5,208.5,0
823,3.46,1,82.5,19,13.7,115.2,0
505,2.86,1,60,8,5.5,73.5,0
607,1.17,1,56.25,8,5.5,69.75,0
177,0.63,1,30,0,6,36,0
1423,13.6,1,202.5,0,6,208.5,0
674,2.06,1,63.75,17,6.4,87.15,0
573,3.77,1,71.25,0,6,77.25,0
699,4.3,1,78.75,0,26.625,105.375,1
1008,3.27,1,90,25,33.95,148.95,1
689,2.01,1,67.5,18,6.375,91.875,0
300,1.3,1,41.25,12,5.85,59.1,0
668,2.78,1,67.5,15,5.7,88.2,0
466,1.24,1,48.75,0,6,54.75,0
902,3.62,1,82.5,22,6.125,110.625,0
372,2.35,1,52.5,11,26.95,90.45,1
1271,5.34,1,116.25,24,6.45,146.7,0
695,2.98,1,71.25,15,6.45,92.7,0
1190,3.44,2,101.25,23,13.45,137.7,0
1753,7.13,1,150,0,26.625,176.625,1
1258,2.75,2,82.5,0,13.5,96,0
1287,7.07,1,138.75,0,6,144.75,0
3071,28.81,1,405,102,6.375,513.375,0
653,2.74,1,71.25,0,6,77.25,0
1694,2.95,1,127.5,27,5.7,160.2,0
341,0.9,1,37.5,8,5.5,51,0
1528,24,1,300,0,2.25,302.25,0
459,0.63,1,48.75,0,9.75,58.5,0
1843,12.47,5,213.75,15,30.375,259.125,1
2382,10.57,1,210,0,62.625,272.625,0
618,1.8,1,60,15,13.2,88.2,0
325,1.48,1,41.25,0,26.625,67.875,1
1901,27.83,1,390,89,55.15,534.15,0
436,1.69,1,52.5,13,13.7,79.2,0
578,2.41,1,60,19,33.875,112.875,1
435,1.58,1,48.75,17,33.7,99.45,1
3870,17.88,1,341.25,104,6.175,451.425,0
1143,3.4,1,97.5,0,6,103.5,0
4244,29.03,1,390,96,88.65,574.65,0
607,5.97,1,97.5,0,9.75,107.25,0
591,6.6,1,101.25,32,58.9,192.15,0
557,3.27,1,67.5,20,34.45,121.95,1
823,3.77,1,82.5,19,13.7,115.2,0
379,1.26,4,45,0,6,51,0
1329,10.38,2,176.25,0,6,182.25,0
397,1.83,1,48.75,17,33.7,99.45,1
919,8.66,1,131.25,0,13.5,144.75,0
337,1.29,1,41.25,11,13.375,65.625,0
485,1.88,1,56.25,12,6.45,74.7,0
582,2.14,1,60,0,6,66,0
946,2.19,1,82.5,18,5.7,106.2,0
416,1.77,1,48.75,0,13.5,62.25,0
1196,6.6,2,120,0,26.625,146.625,1
196,0.97,1,33.75,4,5.975,43.725,0
305,2.22,1,48.75,12,13.95,74.7,0
527,2.57,1,60,0,9.75,69.75,0
862,2.29,1,75,27,13.05,115.05,0
667,1.58,1,60,15,13.2,88.2,0
255,0.9,1,75,15,2.7,92.7,0
454,3.03,1,63.75,18,10.125,91.875,0
578,2.37,1,60,13,6.2,79.2,0
1777,5.28,1,138.75,0,26.625,165.375,1
420,2.24,1,52.5,0,6,58.5,0
566,2.85,1,63.75,15,9.45,88.2,0
1802,10.69,1,187.5,32,26.725,246.225,1
380,1.38,1,45,0,6,51,0
1344,4.57,1,108.75,0,6,114.75,0
233,1.09,6,33.75,8,5.95,47.7,0
551,2.17,5,56.25,0,6,62.25,0
3423,21.4,1,356.25,91,5.6,452.85,0
2594,7.1,2,195,0,9.75,204.75,0
274,1.5,1,41.25,0,6,47.25,0
896,4.28,1,93.75,20,5.95,119.7,0
624,3.06,5,71.25,15,6.45,92.7,0
1484,4.86,1,123.75,0,6,129.75,0
893,2.12,1,78.75,30,6,114.75,0
411,3.01,1,56.25,8,26.875,91.125,1
1382,10.72,1,168.75,0,9.75,178.5,0
1676,3.23,1,127.5,31,26.45,184.95,1
994,4.25,1,150,0,2.25,152.25,0
1620,4.59,1,135,0,6,141,0
202,0.48,1,30,0,6,36,0
536,5.73,1,93.75,25,30.2,148.95,1
790,7.23,1,116.25,21,27.075,164.325,1
292,1.75,1,41.25,0,6,47.25,0
530,3.06,1,63.75,18,10.125,91.875,0
6,5.95,1,18.75,0,6,24.75,0
313,1.48,1,41.25,0,9.75,51,0
1342,6.6,1,123.75,0,13.5,137.25,0
1638,8.08,1,153.75,38,26.125,217.875,1
269,0.93,1,37.5,11,5.875,54.375,0
2310,17.22,1,258.75,38,26.125,322.875,1
1476,11.04,1,176.25,38,26.125,240.375,1
626,2.98,6,67.5,15,10.2,92.7,0
832,3.22,1,78.75,8,33.625,120.375,1
667,4.07,1,78.75,21,26.7,126.45,1
887,6.44,1,101.25,0,6,107.25,0
873,6.86,1,112.5,0,26.625,139.125,1
691,3.19,5,75,18,13.2,106.2,0
1694,11.67,1,178.875,18,51.075,247.95,0
132,0.6,1,26.25,0,6,32.25,0
401,1.74,1,48.75,0,6,54.75,0
2861,18.94,1,307.5,0,6,313.5,0
658,3.54,1,75,21,9.75,105.75,0
6,0.02,1,18.75,0,6,24.75,0
281,1.14,1,37.5,11,5.875,54.375,0
834,3.32,1,78.75,21,26.7,126.45,1
904,3.28,1,82.5,8,26.125,116.625,1
317,1.77,1,45,0,9.75,54.75,0
484,2.08,6,52.5,0,35.25,87.75,0
397,1.83,1,48.75,15,9.375,73.125,0
753,3.01,1,75,15,13.5,103.5,0
490,2.66,1,56.25,0,6,62.25,0
693,2.67,1,67.5,0,13.5,81,0
459,2.06,6,52.5,0,9.75,62.25,0
1597,8.42,1,161.25,0,6,167.25,0
774,9.87,5,138.75,0,6,144.75,0
1042,3.64,1,93.75,0,26.625,120.375,1
534,2.12,1,56.25,0,6,62.25,0
1566,14.92,1,225,60,75.9,360.9,1
1858,0.37,1,135,48,27.075,210.075,1
540,3.04,1,63.75,14,5.95,83.7,0
475,2.43,1,56.25,14,13.45,83.7,0
507,2.57,3,56.25,0,13.5,69.75,0
6463,12.01,1,465,0,6,471,0
299,0.89,2,37.5,0,6,43.5,0
1322,11.17,1,180,32,34.225,246.225,1
604,4.12,5,82.5,0,9.75,92.25,0
814,4.1,1,90,60,6,156,0
370,1.5,6,45,18,13.05,76.05,0
438,6.07,1,90,0,6,96,0
357,1.53,6,45,0,26.625,71.625,1
1187,11.43,1,337.5,0,49.125,386.625,0
1214,9.66,1,161.25,38,26.125,225.375,1
671,4.02,2,78.75,0,9.75,88.5,0
585,2.22,1,56.25,0,6,62.25,0
503,2.25,1,56.25,8,29.875,94.125,1
1540,5.41,1,131.25,0,26.625,157.875,1
1007,3.38,1,90,0,26.625,116.625,1
2316,17.7,1,288.75,0,55.125,343.875,0
218,0.45,1,30,0,6,36,0
779,6.08,1,105,23,9.7,137.7,0
282,2.27,1,45,13,5.75,63.75,0
692,3.64,3,78.75,25,6.425,110.175,0
964,7.64,1,116.25,12,6.225,134.475,0
593,2.7,1,63.75,10,6.5,80.25,0
691,3.52,1,75,8,26.125,109.125,1
1194,6.94,1,127.5,0,6,133.5,0
0,0.02,1,187.5,0,2.25,189.75,0
189,1.09,1,33.75,11,9.625,54.375,0
750,3.38,1,78.75,0,9.75,88.5,0
611,1.72,1,56.25,0,6,62.25,0
434,2.56,1,56.25,17,26.2,99.45,1
1098,5.97,1,112.5,36,5.55,154.05,0
511,2.09,1,56.25,4,6.35,66.6,0
2428,7.74,1,198.75,0,26.625,225.375,1
309,1.51,1,41.25,0,6,47.25,0
762,10.9,1,146.25,30,6.45,182.7,0
225,0.82,1,33.75,12,5.925,51.675,0
483,5.15,1,82.5,0,9.75,92.25,0
1067,4.09,1,90,16,13.025,119.025,0
362,2.17,1,52.5,0,6,58.5,0
1322,7.9,1,135,0,26.625,161.625,1
1226,5.81,2,116.25,14,26.875,157.125,1
681,2.25,1,67.5,0,6,73.5,0
198,0.76,1,33.75,10,5.9,49.65,0
255,1.01,1,33.75,0,6,39.75,0
316,1.37,2,41.25,0,6,47.25,0
821,5.36,1,101.25,60,30.375,191.625,1
940,6.05,1,105,23,9.7,137.7,0
619,1.77,1,60,0,13.5,73.5,0
360,1.53,1,45,15,6.3,66.3,0
399,1.67,1,48.75,15,26.7,90.45,1
1898,4.63,1,142.5,42,26.925,211.425,1
139,0.89,1,30,2,9.7,41.7,0
1399,4.72,5,123.75,0,13.5,137.25,0
1071,4.41,1,101.25,0,26.7,127.95,1
980,4.01,1,93.75,0,26.625,120.375,1
265,0.8,1,33.75,10,34.325,78.075,1
413,2.12,2,52.5,12,5.7,70.2,0
924,2.57,1,82.5,0,26.625,109.125,1
419,2.41,1,52.5,12,5.625,70.125,0
857,1.77,2,71.25,8,13,92.25,0
816,2.66,1,78.75,15,6,99.75,0
1255,5.75,5,123.75,15,26.625,165.375,1
685,2.48,1,71.25,19,6.35,96.6,0
836,3.48,2,82.5,0,6,88.5,0
789,3.52,1,82.5,22,26.45,130.95,1
622,3.83,2,71.25,19,6.35,96.6,0
359,1.63,1,45,0,6,51,0
1417,7.1,1,142.5,0,6,148.5,0
445,2.61,1,60,0,9.75,69.75,0
643,2.43,1,63.75,0,6,69.75,0
470,1.87,1,52.5,16,14,82.5,0
279,1.34,1,37.5,9,5.7,52.2,0
